sample_id,alpha,lambda,pair_label,label,cascade_size
72,2.0,1.5,"α=2.0,λ=1.5",false,25
72,3.0,2.0,"α=3.0,λ=2.0",true,53
72,3.0,2.0,"α=3.0,λ=2.0",false,25
73,control,control,control,true,83
73,control,control,control,false,28
73,1.5,1.0,"α=1.5,λ=1.0",true,81
73,1.5,1.0,"α=1.5,λ=1.0",false,16
73,2.0,1.5,"α=2.0,λ=1.5",true,81
73,2.0,1.5,"α=2.0,λ=1.5",false,17
73,3.0,2.0,"α=3.0,λ=2.0",true,82
73,3.0,2.0,"α=3.0,λ=2.0",false,24
74,control,control,control,true,33
74,control,control,control,false,86
74,1.5,1.0,"α=1.5,λ=1.0",true,2
74,1.5,1.0,"α=1.5,λ=1.0",false,85
74,2.0,1.5,"α=2.0,λ=1.5",true,2
74,2.0,1.5,"α=2.0,λ=1.5",false,85
74,3.0,2.0,"α=3.0,λ=2.0",true,2
74,3.0,2.0,"α=3.0,λ=2.0",false,85
75,control,control,control,true,73
75,control,control,control,false,68
75,1.5,1.0,"α=1.5,λ=1.0",true,67
75,1.5,1.0,"α=1.5,λ=1.0",false,2
75,2.0,1.5,"α=2.0,λ=1.5",true,67
75,2.0,1.5,"α=2.0,λ=1.5",false,2
75,3.0,2.0,"α=3.0,λ=2.0",true,69
75,3.0,2.0,"α=3.0,λ=2.0",false,3
76,control,control,control,true,25
76,control,control,control,false,67
76,1.5,1.0,"α=1.5,λ=1.0",true,20
76,1.5,1.0,"α=1.5,λ=1.0",false,67
76,2.0,1.5,"α=2.0,λ=1.5",true,22
76,2.0,1.5,"α=2.0,λ=1.5",false,67
76,3.0,2.0,"α=3.0,λ=2.0",true,23
76,3.0,2.0,"α=3.0,λ=2.0",false,67
77,control,control,control,true,22
77,control,control,control,false,76
77,1.5,1.0,"α=1.5,λ=1.0",true,20
77,1.5,1.0,"α=1.5,λ=1.0",false,76
77,2.0,1.5,"α=2.0,λ=1.5",true,20
77,2.0,1.5,"α=2.0,λ=1.5",false,76
77,3.0,2.0,"α=3.0,λ=2.0",true,21
77,3.0,2.0,"α=3.0,λ=2.0",false,76
78,control,control,control,true,39
78,control,control,control,false,92
78,1.5,1.0,"α=1.5,λ=1.0",true,30
78,1.5,1.0,"α=1.5,λ=1.0",false,89
78,2.0,1.5,"α=2.0,λ=1.5",true,30
78,2.0,1.5,"α=2.0,λ=1.5",false,89
78,3.0,2.0,"α=3.0,λ=2.0",true,30
78,3.0,2.0,"α=3.0,λ=2.0",false,90
79,control,control,control,true,22
79,control,control,control,false,88
79,1.5,1.0,"α=1.5,λ=1.0",true,22
79,1.5,1.0,"α=1.5,λ=1.0",false,39
79,2.0,1.5,"α=2.0,λ=1.5",true,22
79,2.0,1.5,"α=2.0,λ=1.5",false,47
79,3.0,2.0,"α=3.0,λ=2.0",true,22
79,3.0,2.0,"α=3.0,λ=2.0",false,63
80,control,control,control,true,80
80,control,control,control,false,81
80,1.5,1.0,"α=1.5,λ=1.0",true,55
80,1.5,1.0,"α=1.5,λ=1.0",false,35
80,2.0,1.5,"α=2.0,λ=1.5",true,57
80,2.0,1.5,"α=2.0,λ=1.5",false,51
80,3.0,2.0,"α=3.0,λ=2.0",true,69
80,3.0,2.0,"α=3.0,λ=2.0",false,61
81,control,control,control,true,73
81,control,control,control,false,20
81,1.5,1.0,"α=1.5,λ=1.0",true,3
81,1.5,1.0,"α=1.5,λ=1.0",false,11
81,2.0,1.5,"α=2.0,λ=1.5",true,3
81,2.0,1.5,"α=2.0,λ=1.5",false,11
81,3.0,2.0,"α=3.0,λ=2.0",true,4
81,3.0,2.0,"α=3.0,λ=2.0",false,14
82,control,control,control,true,66
82,control,control,control,false,79
82,1.5,1.0,"α=1.5,λ=1.0",true,30
82,1.5,1.0,"α=1.5,λ=1.0",false,76
82,2.0,1.5,"α=2.0,λ=1.5",true,36
82,2.0,1.5,"α=2.0,λ=1.5",false,76
82,3.0,2.0,"α=3.0,λ=2.0",true,49
82,3.0,2.0,"α=3.0,λ=2.0",false,77
83,control,control,control,true,90
83,control,control,control,false,71
83,1.5,1.0,"α=1.5,λ=1.0",true,89
83,1.5,1.0,"α=1.5,λ=1.0",false,56
83,2.0,1.5,"α=2.0,λ=1.5",true,89
83,2.0,1.5,"α=2.0,λ=1.5",false,56
83,3.0,2.0,"α=3.0,λ=2.0",true,90
83,3.0,2.0,"α=3.0,λ=2.0",false,55
84,control,control,control,true,58
84,control,control,control,false,92
84,1.5,1.0,"α=1.5,λ=1.0",true,41
84,1.5,1.0,"α=1.5,λ=1.0",false,86
84,2.0,1.5,"α=2.0,λ=1.5",true,44
84,2.0,1.5,"α=2.0,λ=1.5",false,87
84,3.0,2.0,"α=3.0,λ=2.0",true,55
84,3.0,2.0,"α=3.0,λ=2.0",false,87
85,control,control,control,true,69
85,control,control,control,false,33
85,1.5,1.0,"α=1.5,λ=1.0",true,59
85,1.5,1.0,"α=1.5,λ=1.0",false,18
85,2.0,1.5,"α=2.0,λ=1.5",true,60
85,2.0,1.5,"α=2.0,λ=1.5",false,24
85,3.0,2.0,"α=3.0,λ=2.0",true,64
85,3.0,2.0,"α=3.0,λ=2.0",false,25
86,control,control,control,true,52
86,control,control,control,false,51
86,1.5,1.0,"α=1.5,λ=1.0",true,36
86,1.5,1.0,"α=1.5,λ=1.0",false,37
86,2.0,1.5,"α=2.0,λ=1.5",true,38
86,2.0,1.5,"α=2.0,λ=1.5",false,38
86,3.0,2.0,"α=3.0,λ=2.0",true,44
86,3.0,2.0,"α=3.0,λ=2.0",false,46
87,control,control,control,true,83
87,control,control,control,false,52
87,1.5,1.0,"α=1.5,λ=1.0",true,83
87,1.5,1.0,"α=1.5,λ=1.0",false,51
87,2.0,1.5,"α=2.0,λ=1.5",true,83
87,2.0,1.5,"α=2.0,λ=1.5",false,51
87,3.0,2.0,"α=3.0,λ=2.0",true,83
87,3.0,2.0,"α=3.0,λ=2.0",false,52
88,control,control,control,true,48
88,control,control,control,false,25
88,1.5,1.0,"α=1.5,λ=1.0",true,15
88,1.5,1.0,"α=1.5,λ=1.0",false,25
88,2.0,1.5,"α=2.0,λ=1.5",true,16
88,2.0,1.5,"α=2.0,λ=1.5",false,25
88,3.0,2.0,"α=3.0,λ=2.0",true,18
88,3.0,2.0,"α=3.0,λ=2.0",false,25
89,control,control,control,true,32
89,control,control,control,false,69
89,1.5,1.0,"α=1.5,λ=1.0",true,29
89,1.5,1.0,"α=1.5,λ=1.0",false,57
89,2.0,1.5,"α=2.0,λ=1.5",true,29
89,2.0,1.5,"α=2.0,λ=1.5",false,60
89,3.0,2.0,"α=3.0,λ=2.0",true,30
89,3.0,2.0,"α=3.0,λ=2.0",false,63
90,control,control,control,true,38
90,control,control,control,false,46
90,1.5,1.0,"α=1.5,λ=1.0",true,35
90,1.5,1.0,"α=1.5,λ=1.0",false,33
90,2.0,1.5,"α=2.0,λ=1.5",true,35
90,2.0,1.5,"α=2.0,λ=1.5",false,37
90,3.0,2.0,"α=3.0,λ=2.0",true,36
90,3.0,2.0,"α=3.0,λ=2.0",false,42
91,control,control,control,true,71
91,control,control,control,false,26
91,1.5,1.0,"α=1.5,λ=1.0",true,66
91,1.5,1.0,"α=1.5,λ=1.0",false,2
91,2.0,1.5,"α=2.0,λ=1.5",true,66
91,2.0,1.5,"α=2.0,λ=1.5",false,3
91,3.0,2.0,"α=3.0,λ=2.0",true,66
91,3.0,2.0,"α=3.0,λ=2.0",false,20
92,control,control,control,true,45
92,control,control,control,false,81
92,1.5,1.0,"α=1.5,λ=1.0",true,26
92,1.5,1.0,"α=1.5,λ=1.0",false,54
92,2.0,1.5,"α=2.0,λ=1.5",true,28
92,2.0,1.5,"α=2.0,λ=1.5",false,57
92,3.0,2.0,"α=3.0,λ=2.0",true,35
92,3.0,2.0,"α=3.0,λ=2.0",false,67
93,control,control,control,true,47
93,control,control,control,false,72
93,1.5,1.0,"α=1.5,λ=1.0",true,40
93,1.5,1.0,"α=1.5,λ=1.0",false,47
93,2.0,1.5,"α=2.0,λ=1.5",true,40
93,2.0,1.5,"α=2.0,λ=1.5",false,50
93,3.0,2.0,"α=3.0,λ=2.0",true,42
93,3.0,2.0,"α=3.0,λ=2.0",false,58
94,control,control,control,true,25
94,control,control,control,false,26
94,1.5,1.0,"α=1.5,λ=1.0",true,20
94,1.5,1.0,"α=1.5,λ=1.0",false,10
94,2.0,1.5,"α=2.0,λ=1.5",true,22
94,2.0,1.5,"α=2.0,λ=1.5",false,13
94,3.0,2.0,"α=3.0,λ=2.0",true,23
94,3.0,2.0,"α=3.0,λ=2.0",false,15
95,control,control,control,true,84
95,control,control,control,false,24
95,1.5,1.0,"α=1.5,λ=1.0",true,84
95,1.5,1.0,"α=1.5,λ=1.0",false,22
95,2.0,1.5,"α=2.0,λ=1.5",true,84
95,2.0,1.5,"α=2.0,λ=1.5",false,23
95,3.0,2.0,"α=3.0,λ=2.0",true,84
95,3.0,2.0,"α=3.0,λ=2.0",false,23
96,control,control,control,true,42
96,control,control,control,false,88
96,1.5,1.0,"α=1.5,λ=1.0",true,21
96,1.5,1.0,"α=1.5,λ=1.0",false,82
96,2.0,1.5,"α=2.0,λ=1.5",true,21
96,2.0,1.5,"α=2.0,λ=1.5",false,84
96,3.0,2.0,"α=3.0,λ=2.0",true,24
96,3.0,2.0,"α=3.0,λ=2.0",false,84
97,control,control,control,true,69
97,control,control,control,false,73
97,1.5,1.0,"α=1.5,λ=1.0",true,68
97,1.5,1.0,"α=1.5,λ=1.0",false,2
97,2.0,1.5,"α=2.0,λ=1.5",true,68
97,2.0,1.5,"α=2.0,λ=1.5",false,3
97,3.0,2.0,"α=3.0,λ=2.0",true,68
97,3.0,2.0,"α=3.0,λ=2.0",false,59
98,control,control,control,true,57
98,control,control,control,false,21
98,1.5,1.0,"α=1.5,λ=1.0",true,40
98,1.5,1.0,"α=1.5,λ=1.0",false,18
98,2.0,1.5,"α=2.0,λ=1.5",true,42
98,2.0,1.5,"α=2.0,λ=1.5",false,19
98,3.0,2.0,"α=3.0,λ=2.0",true,46
98,3.0,2.0,"α=3.0,λ=2.0",false,19
99,control,control,control,true,34
99,control,control,control,false,39
99,1.5,1.0,"α=1.5,λ=1.0",true,34
99,1.5,1.0,"α=1.5,λ=1.0",false,20
99,2.0,1.5,"α=2.0,λ=1.5",true,34
99,2.0,1.5,"α=2.0,λ=1.5",false,21
99,3.0,2.0,"α=3.0,λ=2.0",true,34
99,3.0,2.0,"α=3.0,λ=2.0",false,26
100,control,control,control,true,89
100,control,control,control,false,56
100,1.5,1.0,"α=1.5,λ=1.0",true,83
100,1.5,1.0,"α=1.5,λ=1.0",false,50
100,2.0,1.5,"α=2.0,λ=1.5",true,87
100,2.0,1.5,"α=2.0,λ=1.5",false,52
100,3.0,2.0,"α=3.0,λ=2.0",true,87
100,3.0,2.0,"α=3.0,λ=2.0",false,55
101,control,control,control,true,40
101,control,control,control,false,35
101,1.5,1.0,"α=1.5,λ=1.0",true,16
101,1.5,1.0,"α=1.5,λ=1.0",false,29
101,2.0,1.5,"α=2.0,λ=1.5",true,28
101,2.0,1.5,"α=2.0,λ=1.5",false,30
101,3.0,2.0,"α=3.0,λ=2.0",true,30
101,3.0,2.0,"α=3.0,λ=2.0",false,34
102,control,control,control,true,33
102,control,control,control,false,40
102,1.5,1.0,"α=1.5,λ=1.0",true,30
102,1.5,1.0,"α=1.5,λ=1.0",false,35
102,2.0,1.5,"α=2.0,λ=1.5",true,31
102,2.0,1.5,"α=2.0,λ=1.5",false,37
102,3.0,2.0,"α=3.0,λ=2.0",true,32
102,3.0,2.0,"α=3.0,λ=2.0",false,37
103,control,control,control,true,71
103,control,control,control,false,92
103,1.5,1.0,"α=1.5,λ=1.0",true,62
103,1.5,1.0,"α=1.5,λ=1.0",false,2
103,2.0,1.5,"α=2.0,λ=1.5",true,67
103,2.0,1.5,"α=2.0,λ=1.5",false,2
103,3.0,2.0,"α=3.0,λ=2.0",true,66
103,3.0,2.0,"α=3.0,λ=2.0",false,7
104,control,control,control,true,36
104,control,control,control,false,75
104,1.5,1.0,"α=1.5,λ=1.0",true,34
104,1.5,1.0,"α=1.5,λ=1.0",false,73
104,2.0,1.5,"α=2.0,λ=1.5",true,34
104,2.0,1.5,"α=2.0,λ=1.5",false,71
104,3.0,2.0,"α=3.0,λ=2.0",true,35
104,3.0,2.0,"α=3.0,λ=2.0",false,72
105,control,control,control,true,76
105,control,control,control,false,87
105,1.5,1.0,"α=1.5,λ=1.0",true,38
105,1.5,1.0,"α=1.5,λ=1.0",false,84
105,2.0,1.5,"α=2.0,λ=1.5",true,44
105,2.0,1.5,"α=2.0,λ=1.5",false,85
105,3.0,2.0,"α=3.0,λ=2.0",true,60
105,3.0,2.0,"α=3.0,λ=2.0",false,86
106,control,control,control,true,37
106,control,control,control,false,43
106,1.5,1.0,"α=1.5,λ=1.0",true,14
106,1.5,1.0,"α=1.5,λ=1.0",false,33
106,2.0,1.5,"α=2.0,λ=1.5",true,16
106,2.0,1.5,"α=2.0,λ=1.5",false,34
106,3.0,2.0,"α=3.0,λ=2.0",true,22
106,3.0,2.0,"α=3.0,λ=2.0",false,37
107,control,control,control,true,80
107,control,control,control,false,32
107,1.5,1.0,"α=1.5,λ=1.0",true,8
107,1.5,1.0,"α=1.5,λ=1.0",false,27
107,2.0,1.5,"α=2.0,λ=1.5",true,16
107,2.0,1.5,"α=2.0,λ=1.5",false,29
107,3.0,2.0,"α=3.0,λ=2.0",true,32
107,3.0,2.0,"α=3.0,λ=2.0",false,29
108,control,control,control,true,74
108,control,control,control,false,32
108,1.5,1.0,"α=1.5,λ=1.0",true,9
108,1.5,1.0,"α=1.5,λ=1.0",false,24
108,2.0,1.5,"α=2.0,λ=1.5",true,9
108,2.0,1.5,"α=2.0,λ=1.5",false,24
108,3.0,2.0,"α=3.0,λ=2.0",true,10
108,3.0,2.0,"α=3.0,λ=2.0",false,25
109,control,control,control,true,61
109,control,control,control,false,59
109,1.5,1.0,"α=1.5,λ=1.0",true,34
109,1.5,1.0,"α=1.5,λ=1.0",false,35
109,2.0,1.5,"α=2.0,λ=1.5",true,37
109,2.0,1.5,"α=2.0,λ=1.5",false,45
109,3.0,2.0,"α=3.0,λ=2.0",true,42
109,3.0,2.0,"α=3.0,λ=2.0",false,48
110,control,control,control,true,35
110,control,control,control,false,53
110,1.5,1.0,"α=1.5,λ=1.0",true,7
110,1.5,1.0,"α=1.5,λ=1.0",false,51
110,2.0,1.5,"α=2.0,λ=1.5",true,8
110,2.0,1.5,"α=2.0,λ=1.5",false,51
110,3.0,2.0,"α=3.0,λ=2.0",true,13
110,3.0,2.0,"α=3.0,λ=2.0",false,52
111,control,control,control,true,63
111,control,control,control,false,88
111,1.5,1.0,"α=1.5,λ=1.0",true,37
111,1.5,1.0,"α=1.5,λ=1.0",false,86
111,2.0,1.5,"α=2.0,λ=1.5",true,41
111,2.0,1.5,"α=2.0,λ=1.5",false,86
111,3.0,2.0,"α=3.0,λ=2.0",true,50
111,3.0,2.0,"α=3.0,λ=2.0",false,87
112,control,control,control,true,26
112,control,control,control,false,93
112,1.5,1.0,"α=1.5,λ=1.0",true,24
112,1.5,1.0,"α=1.5,λ=1.0",false,51
112,2.0,1.5,"α=2.0,λ=1.5",true,24
112,2.0,1.5,"α=2.0,λ=1.5",false,60
112,3.0,2.0,"α=3.0,λ=2.0",true,25
112,3.0,2.0,"α=3.0,λ=2.0",false,77
113,control,control,control,true,62
113,control,control,control,false,52
113,1.5,1.0,"α=1.5,λ=1.0",true,56
113,1.5,1.0,"α=1.5,λ=1.0",false,49
113,2.0,1.5,"α=2.0,λ=1.5",true,56
113,2.0,1.5,"α=2.0,λ=1.5",false,50
113,3.0,2.0,"α=3.0,λ=2.0",true,57
113,3.0,2.0,"α=3.0,λ=2.0",false,52
114,control,control,control,true,35
114,control,control,control,false,35
114,1.5,1.0,"α=1.5,λ=1.0",true,34
114,1.5,1.0,"α=1.5,λ=1.0",false,20
114,2.0,1.5,"α=2.0,λ=1.5",true,34
114,2.0,1.5,"α=2.0,λ=1.5",false,24
114,3.0,2.0,"α=3.0,λ=2.0",true,34
114,3.0,2.0,"α=3.0,λ=2.0",false,30
115,control,control,control,true,56
115,control,control,control,false,31
115,1.5,1.0,"α=1.5,λ=1.0",true,18
115,1.5,1.0,"α=1.5,λ=1.0",false,21
115,2.0,1.5,"α=2.0,λ=1.5",true,21
115,2.0,1.5,"α=2.0,λ=1.5",false,23
115,3.0,2.0,"α=3.0,λ=2.0",true,30
115,3.0,2.0,"α=3.0,λ=2.0",false,29
116,control,control,control,true,42
116,control,control,control,false,62
116,1.5,1.0,"α=1.5,λ=1.0",true,37
116,1.5,1.0,"α=1.5,λ=1.0",false,20
116,2.0,1.5,"α=2.0,λ=1.5",true,37
116,2.0,1.5,"α=2.0,λ=1.5",false,44
116,3.0,2.0,"α=3.0,λ=2.0",true,38
116,3.0,2.0,"α=3.0,λ=2.0",false,52
117,control,control,control,true,60
117,control,control,control,false,41
117,1.5,1.0,"α=1.5,λ=1.0",true,54
117,1.5,1.0,"α=1.5,λ=1.0",false,41
117,2.0,1.5,"α=2.0,λ=1.5",true,56
117,2.0,1.5,"α=2.0,λ=1.5",false,41
117,3.0,2.0,"α=3.0,λ=2.0",true,58
117,3.0,2.0,"α=3.0,λ=2.0",false,41
118,control,control,control,true,66
118,control,control,control,false,46
118,1.5,1.0,"α=1.5,λ=1.0",true,54
118,1.5,1.0,"α=1.5,λ=1.0",false,30
118,2.0,1.5,"α=2.0,λ=1.5",true,58
118,2.0,1.5,"α=2.0,λ=1.5",false,36
118,3.0,2.0,"α=3.0,λ=2.0",true,62
118,3.0,2.0,"α=3.0,λ=2.0",false,42
119,control,control,control,true,32
119,control,control,control,false,71
119,1.5,1.0,"α=1.5,λ=1.0",true,32
119,1.5,1.0,"α=1.5,λ=1.0",false,46
119,2.0,1.5,"α=2.0,λ=1.5",true,32
119,2.0,1.5,"α=2.0,λ=1.5",false,52
119,3.0,2.0,"α=3.0,λ=2.0",true,32
119,3.0,2.0,"α=3.0,λ=2.0",false,57
120,control,control,control,true,51
120,control,control,control,false,29
120,1.5,1.0,"α=1.5,λ=1.0",true,44
120,1.5,1.0,"α=1.5,λ=1.0",false,27
120,2.0,1.5,"α=2.0,λ=1.5",true,45
120,2.0,1.5,"α=2.0,λ=1.5",false,27
120,3.0,2.0,"α=3.0,λ=2.0",true,46
120,3.0,2.0,"α=3.0,λ=2.0",false,29
121,control,control,control,true,50
121,control,control,control,false,31
121,1.5,1.0,"α=1.5,λ=1.0",true,50
121,1.5,1.0,"α=1.5,λ=1.0",false,27
121,2.0,1.5,"α=2.0,λ=1.5",true,50
121,2.0,1.5,"α=2.0,λ=1.5",false,27
121,3.0,2.0,"α=3.0,λ=2.0",true,50
121,3.0,2.0,"α=3.0,λ=2.0",false,28
122,control,control,control,true,34
122,control,control,control,false,76
122,1.5,1.0,"α=1.5,λ=1.0",true,9
122,1.5,1.0,"α=1.5,λ=1.0",false,3
122,2.0,1.5,"α=2.0,λ=1.5",true,21
122,2.0,1.5,"α=2.0,λ=1.5",false,6
122,3.0,2.0,"α=3.0,λ=2.0",true,28
122,3.0,2.0,"α=3.0,λ=2.0",false,8
123,control,control,control,true,75
123,control,control,control,false,92
123,1.5,1.0,"α=1.5,λ=1.0",true,72
123,1.5,1.0,"α=1.5,λ=1.0",false,89
123,2.0,1.5,"α=2.0,λ=1.5",true,72
123,2.0,1.5,"α=2.0,λ=1.5",false,91
123,3.0,2.0,"α=3.0,λ=2.0",true,72
123,3.0,2.0,"α=3.0,λ=2.0",false,89
124,control,control,control,true,51
124,control,control,control,false,84
124,1.5,1.0,"α=1.5,λ=1.0",true,42
124,1.5,1.0,"α=1.5,λ=1.0",false,82
124,2.0,1.5,"α=2.0,λ=1.5",true,43
124,2.0,1.5,"α=2.0,λ=1.5",false,82
124,3.0,2.0,"α=3.0,λ=2.0",true,44
124,3.0,2.0,"α=3.0,λ=2.0",false,83
125,control,control,control,true,20
125,control,control,control,false,63
125,1.5,1.0,"α=1.5,λ=1.0",true,17
125,1.5,1.0,"α=1.5,λ=1.0",false,12
125,2.0,1.5,"α=2.0,λ=1.5",true,17
125,2.0,1.5,"α=2.0,λ=1.5",false,12
125,3.0,2.0,"α=3.0,λ=2.0",true,17
125,3.0,2.0,"α=3.0,λ=2.0",false,13
126,control,control,control,true,56
126,control,control,control,false,33
126,1.5,1.0,"α=1.5,λ=1.0",true,52
126,1.5,1.0,"α=1.5,λ=1.0",false,3
126,2.0,1.5,"α=2.0,λ=1.5",true,53
126,2.0,1.5,"α=2.0,λ=1.5",false,3
126,3.0,2.0,"α=3.0,λ=2.0",true,55
126,3.0,2.0,"α=3.0,λ=2.0",false,3
127,control,control,control,true,50
127,control,control,control,false,84
127,1.5,1.0,"α=1.5,λ=1.0",true,13
127,1.5,1.0,"α=1.5,λ=1.0",false,84
127,2.0,1.5,"α=2.0,λ=1.5",true,29
127,2.0,1.5,"α=2.0,λ=1.5",false,84
127,3.0,2.0,"α=3.0,λ=2.0",true,35
127,3.0,2.0,"α=3.0,λ=2.0",false,84
128,control,control,control,true,78
128,control,control,control,false,58
128,1.5,1.0,"α=1.5,λ=1.0",true,78
128,1.5,1.0,"α=1.5,λ=1.0",false,25
128,2.0,1.5,"α=2.0,λ=1.5",true,78
128,2.0,1.5,"α=2.0,λ=1.5",false,40
128,3.0,2.0,"α=3.0,λ=2.0",true,78
128,3.0,2.0,"α=3.0,λ=2.0",false,49
129,control,control,control,true,73
129,control,control,control,false,29
129,1.5,1.0,"α=1.5,λ=1.0",true,66
129,1.5,1.0,"α=1.5,λ=1.0",false,28
129,2.0,1.5,"α=2.0,λ=1.5",true,67
129,2.0,1.5,"α=2.0,λ=1.5",false,28
129,3.0,2.0,"α=3.0,λ=2.0",true,68
129,3.0,2.0,"α=3.0,λ=2.0",false,28
130,control,control,control,true,92
130,control,control,control,false,87
130,1.5,1.0,"α=1.5,λ=1.0",true,92
130,1.5,1.0,"α=1.5,λ=1.0",false,87
130,2.0,1.5,"α=2.0,λ=1.5",true,92
130,2.0,1.5,"α=2.0,λ=1.5",false,87
130,3.0,2.0,"α=3.0,λ=2.0",true,92
130,3.0,2.0,"α=3.0,λ=2.0",false,87
131,control,control,control,true,72
131,control,control,control,false,67
131,1.5,1.0,"α=1.5,λ=1.0",true,70
131,1.5,1.0,"α=1.5,λ=1.0",false,65
131,2.0,1.5,"α=2.0,λ=1.5",true,71
131,2.0,1.5,"α=2.0,λ=1.5",false,66
131,3.0,2.0,"α=3.0,λ=2.0",true,71
131,3.0,2.0,"α=3.0,λ=2.0",false,66
132,control,control,control,true,89
132,control,control,control,false,55
132,1.5,1.0,"α=1.5,λ=1.0",true,89
132,1.5,1.0,"α=1.5,λ=1.0",false,13
132,2.0,1.5,"α=2.0,λ=1.5",true,89
132,2.0,1.5,"α=2.0,λ=1.5",false,14
132,3.0,2.0,"α=3.0,λ=2.0",true,89
132,3.0,2.0,"α=3.0,λ=2.0",false,25
133,control,control,control,true,73
133,control,control,control,false,57
133,1.5,1.0,"α=1.5,λ=1.0",true,70
133,1.5,1.0,"α=1.5,λ=1.0",false,2
133,2.0,1.5,"α=2.0,λ=1.5",true,70
133,2.0,1.5,"α=2.0,λ=1.5",false,2
133,3.0,2.0,"α=3.0,λ=2.0",true,70
133,3.0,2.0,"α=3.0,λ=2.0",false,2
134,control,control,control,true,56
134,control,control,control,false,56
134,1.5,1.0,"α=1.5,λ=1.0",true,55
134,1.5,1.0,"α=1.5,λ=1.0",false,27
134,2.0,1.5,"α=2.0,λ=1.5",true,55
134,2.0,1.5,"α=2.0,λ=1.5",false,37
134,3.0,2.0,"α=3.0,λ=2.0",true,55
134,3.0,2.0,"α=3.0,λ=2.0",false,44
135,control,control,control,true,68
135,control,control,control,false,25
135,1.5,1.0,"α=1.5,λ=1.0",true,57
135,1.5,1.0,"α=1.5,λ=1.0",false,8
135,2.0,1.5,"α=2.0,λ=1.5",true,57
135,2.0,1.5,"α=2.0,λ=1.5",false,8
135,3.0,2.0,"α=3.0,λ=2.0",true,63
135,3.0,2.0,"α=3.0,λ=2.0",false,10
136,control,control,control,true,90
136,control,control,control,false,33
136,1.5,1.0,"α=1.5,λ=1.0",true,53
136,1.5,1.0,"α=1.5,λ=1.0",false,33
136,2.0,1.5,"α=2.0,λ=1.5",true,67
136,2.0,1.5,"α=2.0,λ=1.5",false,33
136,3.0,2.0,"α=3.0,λ=2.0",true,78
136,3.0,2.0,"α=3.0,λ=2.0",false,33
137,control,control,control,true,72
137,control,control,control,false,36
137,1.5,1.0,"α=1.5,λ=1.0",true,71
137,1.5,1.0,"α=1.5,λ=1.0",false,9
137,2.0,1.5,"α=2.0,λ=1.5",true,71
137,2.0,1.5,"α=2.0,λ=1.5",false,22
137,3.0,2.0,"α=3.0,λ=2.0",true,72
137,3.0,2.0,"α=3.0,λ=2.0",false,24
138,control,control,control,true,69
138,control,control,control,false,64
138,1.5,1.0,"α=1.5,λ=1.0",true,57
138,1.5,1.0,"α=1.5,λ=1.0",false,35
138,2.0,1.5,"α=2.0,λ=1.5",true,59
138,2.0,1.5,"α=2.0,λ=1.5",false,37
138,3.0,2.0,"α=3.0,λ=2.0",true,63
138,3.0,2.0,"α=3.0,λ=2.0",false,50
139,control,control,control,true,47
139,control,control,control,false,53
139,1.5,1.0,"α=1.5,λ=1.0",true,40
139,1.5,1.0,"α=1.5,λ=1.0",false,27
139,2.0,1.5,"α=2.0,λ=1.5",true,42
139,2.0,1.5,"α=2.0,λ=1.5",false,32
139,3.0,2.0,"α=3.0,λ=2.0",true,43
139,3.0,2.0,"α=3.0,λ=2.0",false,39
140,control,control,control,true,82
140,control,control,control,false,61
140,1.5,1.0,"α=1.5,λ=1.0",true,80
140,1.5,1.0,"α=1.5,λ=1.0",false,2
140,2.0,1.5,"α=2.0,λ=1.5",true,80
140,2.0,1.5,"α=2.0,λ=1.5",false,2
140,3.0,2.0,"α=3.0,λ=2.0",true,81
140,3.0,2.0,"α=3.0,λ=2.0",false,52
141,control,control,control,true,23
141,control,control,control,false,54
141,1.5,1.0,"α=1.5,λ=1.0",true,22
141,1.5,1.0,"α=1.5,λ=1.0",false,53
141,2.0,1.5,"α=2.0,λ=1.5",true,22
141,2.0,1.5,"α=2.0,λ=1.5",false,53
141,3.0,2.0,"α=3.0,λ=2.0",true,22
141,3.0,2.0,"α=3.0,λ=2.0",false,53
142,control,control,control,true,83
142,control,control,control,false,55
142,1.5,1.0,"α=1.5,λ=1.0",true,82
142,1.5,1.0,"α=1.5,λ=1.0",false,45
142,2.0,1.5,"α=2.0,λ=1.5",true,82
142,2.0,1.5,"α=2.0,λ=1.5",false,45
142,3.0,2.0,"α=3.0,λ=2.0",true,82
142,3.0,2.0,"α=3.0,λ=2.0",false,45
143,control,control,control,true,71
143,control,control,control,false,95
143,1.5,1.0,"α=1.5,λ=1.0",true,62
143,1.5,1.0,"α=1.5,λ=1.0",false,55
143,2.0,1.5,"α=2.0,λ=1.5",true,62
143,2.0,1.5,"α=2.0,λ=1.5",false,67
143,3.0,2.0,"α=3.0,λ=2.0",true,62
143,3.0,2.0,"α=3.0,λ=2.0",false,82
144,control,control,control,true,82
144,control,control,control,false,41
144,1.5,1.0,"α=1.5,λ=1.0",true,77
144,1.5,1.0,"α=1.5,λ=1.0",false,41
144,2.0,1.5,"α=2.0,λ=1.5",true,80
144,2.0,1.5,"α=2.0,λ=1.5",false,41
144,3.0,2.0,"α=3.0,λ=2.0",true,82
144,3.0,2.0,"α=3.0,λ=2.0",false,41
145,control,control,control,true,88
145,control,control,control,false,34
145,1.5,1.0,"α=1.5,λ=1.0",true,82
